Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco
136700.00,2.50,49.00,1826.00,450.00,1201.00,424.00,37.79,-122.22,6448.62,548464.68,727313.07,58180.02,18654.67
141700.00,2.80,38.00,3049.00,711.00,2167.00,659.00,37.79,-122.22,6448.62,548464.68,727313.07,58180.02,18654.67
150000.00,2.83,29.00,1640.00,376.00,939.00,340.00,37.79,-122.20,6735.16,547292.03,726169.79,57327.24,20404.97
138800.00,2.96,47.00,1543.00,307.00,859.00,292.00,37.79,-122.21,6534.58,547877.93,726741.09,57748.47,19529.65
139200.00,2.84,34.00,2364.00,557.00,1517.00,516.00,37.79,-122.21,6534.58,547877.93,726741.09,57748.47,19529.65
143800.00,2.88,35.00,1745.00,409.00,1143.00,386.00,37.79,-122.21,6534.58,547877.93,726741.09,57748.47,19529.65
156500.00,3.07,39.00,2003.00,500.00,1109.00,464.00,37.80,-122.21,7632.43,548706.65,727585.95,58723.20,19661.03
151000.00,3.08,39.00,2018.00,447.00,1221.00,446.00,37.80,-122.21,7632.43,548706.65,727585.95,58723.20,19661.03
273000.00,4.96,43.00,3045.00,499.00,1115.00,455.00,37.80,-122.20,7805.95,548121.71,727015.39,58309.06,20530.63
217100.00,4.77,52.00,1547.00,293.00,706.00,268.00,37.80,-122.20,7805.95,548121.71,727015.39,58309.06,20530.63
187100.00,3.49,52.00,3519.00,711.00,1883.00,706.00,37.80,-122.21,7632.43,548706.65,727585.95,58723.20,19661.03
239600.00,5.12,41.00,2070.00,354.00,804.00,340.00,37.80,-122.20,7805.95,548121.71,727015.39,58309.06,20530.63
229700.00,4.10,48.00,1321.00,263.00,506.00,252.00,37.80,-122.21,7632.43,548706.65,727585.95,58723.20,19661.03
257300.00,4.74,48.00,1694.00,259.00,610.00,238.00,37.80,-122.19,8070.90,547537.63,726445.51,57905.37,21400.98
246900.00,4.27,46.00,1938.00,341.00,768.00,332.00,37.80,-122.19,8070.90,547537.63,726445.51,57905.37,21400.98
179900.00,2.98,50.00,968.00,195.00,462.00,184.00,37.79,-122.19,7040.57,546706.98,725599.17,56916.53,21280.58
169600.00,4.17,40.00,1060.00,256.00,667.00,235.00,37.79,-122.20,6735.16,547292.03,726169.79,57327.24,20404.97
203300.00,3.85,46.00,2041.00,405.00,1059.00,399.00,37.80,-122.20,7805.95,548121.71,727015.39,58309.06,20530.63
263400.00,4.01,52.00,1813.00,271.00,637.00,277.00,37.80,-122.19,8070.90,547537.63,726445.51,57905.37,21400.98
231800.00,4.66,45.00,2718.00,451.00,1106.00,454.00,37.79,-122.19,7040.57,546706.98,725599.17,56916.53,21280.58
140500.00,2.93,28.00,3144.00,761.00,1737.00,669.00,37.79,-122.19,7040.57,546706.98,725599.17,56916.53,21280.58
126000.00,2.30,35.00,1802.00,459.00,1009.00,390.00,37.79,-122.20,6735.16,547292.03,726169.79,57327.24,20404.97
122000.00,2.67,49.00,882.00,195.00,737.00,210.00,37.79,-122.20,6735.16,547292.03,726169.79,57327.24,20404.97
134700.00,2.62,44.00,1621.00,452.00,1354.00,491.00,37.79,-122.20,6735.16,547292.03,726169.79,57327.24,20404.97
139400.00,2.42,45.00,2115.00,533.00,1530.00,474.00,37.79,-122.21,6534.58,547877.93,726741.09,57748.47,19529.65
115400.00,2.78,45.00,2021.00,528.00,1410.00,480.00,37.79,-122.20,6735.16,547292.03,726169.79,57327.24,20404.97
137300.00,2.74,46.00,2239.00,508.00,1390.00,569.00,37.78,-122.21,5440.85,547050.20,725896.94,56778.79,19461.02
137000.00,1.85,52.00,1477.00,300.00,1065.00,269.00,37.78,-122.21,5440.85,547050.20,725896.94,56778.79,19461.02
142600.00,2.66,52.00,1056.00,224.00,792.00,245.00,37.78,-122.21,5440.85,547050.20,725896.94,56778.79,19461.02
137500.00,3.05,49.00,898.00,244.00,779.00,245.00,37.78,-122.21,5440.85,547050.20,725896.94,56778.79,19461.02
111700.00,2.39,44.00,2968.00,710.00,2269.00,610.00,37.78,-122.22,5337.29,547637.92,726469.66,57217.71,18582.69
126800.00,1.72,43.00,1702.00,460.00,1227.00,407.00,37.78,-122.21,5440.85,547050.20,725896.94,56778.79,19461.02
111300.00,2.63,47.00,881.00,248.00,753.00,241.00,37.78,-122.21,5440.85,547050.20,725896.94,56778.79,19461.02
114800.00,2.80,40.00,494.00,114.00,547.00,135.00,37.77,-122.22,4226.28,546812.17,725626.97,56260.92,18577.10
102300.00,1.73,50.00,1776.00,473.00,1807.00,440.00,37.78,-122.22,5337.29,547637.92,726469.66,57217.71,18582.69
131900.00,2.08,44.00,1678.00,514.00,1700.00,495.00,37.78,-122.22,5337.29,547637.92,726469.66,57217.71,18582.69
119100.00,2.49,51.00,1637.00,463.00,1543.00,393.00,37.78,-122.22,5337.29,547637.92,726469.66,57217.71,18582.69
80600.00,1.75,52.00,1420.00,314.00,1085.00,300.00,37.76,-122.21,3290.23,545397.78,724210.81,54855.63,19514.05
80600.00,4.09,52.00,591.00,173.00,353.00,137.00,37.77,-122.21,4356.35,546223.49,725053.51,55814.42,19455.81
88800.00,2.68,52.00,745.00,153.00,473.00,149.00,37.77,-122.21,4356.35,546223.49,725053.51,55814.42,19455.81
102400.00,2.43,49.00,2272.00,498.00,1621.00,483.00,37.77,-122.20,4651.90,545635.66,724480.74,55378.35,20334.54
98700.00,2.33,46.00,1234.00,375.00,1183.00,354.00,37.77,-122.21,4356.35,546223.49,725053.51,55814.42,19455.81
1e+05,2.26,43.00,1017.00,328.00,836.00,277.00,37.77,-122.21,4356.35,546223.49,725053.51,55814.42,19455.81
92300.00,1.80,42.00,932.00,254.00,900.00,263.00,37.77,-122.19,5084.14,545048.67,723908.64,54952.97,21213.28
94800.00,2.26,39.00,2689.00,597.00,1888.00,537.00,37.77,-122.20,4651.90,545635.66,724480.74,55378.35,20334.54
102000.00,2.06,41.00,1547.00,415.00,1024.00,341.00,37.77,-122.20,4651.90,545635.66,724480.74,55378.35,20334.54
158400.00,3.54,52.00,2300.00,443.00,1225.00,423.00,37.78,-122.20,5680.22,546463.34,725324.90,56350.25,20339.41
121600.00,3.12,39.00,1752.00,399.00,1071.00,376.00,37.78,-122.20,5680.22,546463.34,725324.90,56350.25,20339.41
129100.00,2.54,50.00,1867.00,403.00,1128.00,378.00,37.78,-122.20,5680.22,546463.34,725324.90,56350.25,20339.41
121400.00,2.90,43.00,2430.00,502.00,1537.00,484.00,37.77,-122.20,4651.90,545635.66,724480.74,55378.35,20334.54
102800.00,2.31,44.00,1729.00,414.00,1240.00,393.00,37.78,-122.21,5440.85,547050.20,725896.94,56778.79,19461.02
160000.00,2.88,52.00,1026.00,180.00,469.00,168.00,37.78,-122.19,6039.26,545877.32,724753.55,55932.31,21217.84
143900.00,3.37,52.00,2170.00,428.00,1086.00,425.00,37.77,-122.19,5084.14,545048.67,723908.64,54952.97,21213.28
151200.00,3.51,52.00,2329.00,445.00,1144.00,417.00,37.77,-122.19,5084.14,545048.67,723908.64,54952.97,21213.28
164400.00,4.31,52.00,2492.00,415.00,1109.00,375.00,37.78,-122.19,6039.26,545877.32,724753.55,55932.31,21217.84
156500.00,3.22,52.00,2198.00,397.00,984.00,369.00,37.78,-122.19,6039.26,545877.32,724753.55,55932.31,21217.84
225000.00,3.88,33.00,142.00,31.00,575.00,47.00,37.78,-122.18,6498.17,545292.16,724182.88,55525.23,22096.30
174200.00,5.23,49.00,1183.00,205.00,496.00,209.00,37.78,-122.19,6039.26,545877.32,724753.55,55932.31,21217.84
166900.00,3.73,52.00,1070.00,193.00,555.00,190.00,37.78,-122.19,6039.26,545877.32,724753.55,55932.31,21217.84
163500.00,4.59,45.00,1766.00,332.00,869.00,327.00,37.78,-122.20,5680.22,546463.34,725324.90,56350.25,20339.41
253000.00,5.26,39.00,617.00,95.00,236.00,106.00,37.79,-122.18,7437.90,546122.78,725029.24,56516.59,22156.44
240700.00,7.09,41.00,1411.00,233.00,626.00,214.00,37.79,-122.18,7437.90,546122.78,725029.24,56516.59,22156.44
208100.00,3.97,46.00,2109.00,387.00,922.00,329.00,37.79,-122.18,7437.90,546122.78,725029.24,56516.59,22156.44
198100.00,2.95,47.00,1229.00,243.00,582.00,256.00,37.79,-122.19,7040.57,546706.98,725599.17,56916.53,21280.58
172800.00,2.67,50.00,954.00,217.00,546.00,201.00,37.79,-122.19,7040.57,546706.98,725599.17,56916.53,21280.58
336700.00,5.44,37.00,1643.00,262.00,620.00,266.00,37.81,-122.18,9430.45,547787.01,726724.11,58512.32,22442.11
318200.00,6.28,34.00,1355.00,195.00,442.00,195.00,37.80,-122.18,8419.70,546954.40,725876.32,57512.36,22271.99
285800.00,6.75,23.00,2317.00,336.00,955.00,328.00,37.80,-122.18,8419.70,546954.40,725876.32,57512.36,22271.99
293000.00,7.07,24.00,2459.00,317.00,916.00,324.00,37.77,-122.13,9141.32,541544.82,720490.49,52639.04,26486.03
371000.00,5.98,22.00,12842.00,2048.00,4985.00,1967.00,37.79,-122.16,8453.67,544956.97,723891.44,55749.91,23908.81
157300.00,3.69,42.00,1524.00,260.00,651.00,267.00,37.78,-122.17,7037.43,544707.86,723612.89,55129.23,22974.80
135300.00,2.88,30.00,3326.00,746.00,1704.00,703.00,37.77,-122.17,6237.23,543877.28,722766.50,54135.25,22970.82
136700.00,3.42,43.00,1985.00,440.00,1085.00,407.00,37.78,-122.18,6498.17,545292.16,724182.88,55525.23,22096.30
160700.00,3.30,50.00,1642.00,322.00,713.00,284.00,37.78,-122.18,6498.17,545292.16,724182.88,55525.23,22096.30
140600.00,3.88,49.00,893.00,177.00,468.00,181.00,37.78,-122.17,7037.43,544707.86,723612.89,55129.23,22974.80
144000.00,4.18,52.00,653.00,128.00,296.00,121.00,37.78,-122.17,7037.43,544707.86,723612.89,55129.23,22974.80
161900.00,4.38,47.00,1256.00,217.00,570.00,218.00,37.77,-122.16,6910.09,543292.87,722196.47,53743.42,23849.61
156300.00,4.77,48.00,977.00,194.00,446.00,180.00,37.77,-122.16,6910.09,543292.87,722196.47,53743.42,23849.61
176000.00,3.57,45.00,2324.00,397.00,968.00,384.00,37.77,-122.16,6910.09,543292.87,722196.47,53743.42,23849.61
145800.00,3.10,39.00,1583.00,349.00,857.00,316.00,37.77,-122.16,6910.09,543292.87,722196.47,53743.42,23849.61
141900.00,3.40,39.00,1612.00,342.00,912.00,322.00,37.77,-122.17,6237.23,543877.28,722766.50,54135.25,22970.82
90700.00,1.87,31.00,2424.00,533.00,1360.00,452.00,37.77,-122.17,6237.23,543877.28,722766.50,54135.25,22970.82
90600.00,1.94,41.00,1594.00,367.00,1074.00,355.00,37.76,-122.17,5545.59,543047.70,721920.83,53145.94,23020.61
107900.00,2.18,47.00,2118.00,413.00,965.00,382.00,37.76,-122.17,5545.59,543047.70,721920.83,53145.94,23020.61
107000.00,2.29,37.00,1575.00,358.00,933.00,320.00,37.76,-122.18,4842.76,543633.94,722492.30,53556.72,22143.69
98200.00,2.43,38.00,1764.00,397.00,987.00,354.00,37.76,-122.17,5545.59,543047.70,721920.83,53145.94,23020.61
89500.00,1.95,50.00,1187.00,261.00,907.00,246.00,37.76,-122.18,4842.76,543633.94,722492.30,53556.72,22143.69
93800.00,3.91,52.00,754.00,175.00,447.00,165.00,37.76,-122.18,4842.76,543633.94,722492.30,53556.72,22143.69
96700.00,1.84,49.00,2308.00,452.00,1299.00,451.00,37.76,-122.18,4842.76,543633.94,722492.30,53556.72,22143.69
97500.00,2.08,27.00,909.00,236.00,396.00,157.00,37.77,-122.18,5621.64,544462.55,723337.23,54538.52,22092.04
97300.00,2.81,42.00,1180.00,257.00,877.00,268.00,37.77,-122.18,5621.64,544462.55,723337.23,54538.52,22092.04
91200.00,1.89,43.00,2018.00,408.00,1111.00,367.00,37.76,-122.18,4842.76,543633.94,722492.30,53556.72,22143.69
91400.00,1.71,49.00,1368.00,282.00,790.00,269.00,37.76,-122.19,4206.81,544221.03,723064.45,53978.76,21266.94
96200.00,2.28,52.00,2744.00,547.00,1479.00,554.00,37.77,-122.18,5621.64,544462.55,723337.23,54538.52,22092.04
120100.00,3.26,51.00,2107.00,471.00,1173.00,438.00,37.77,-122.18,5621.64,544462.55,723337.23,54538.52,22092.04
1e+05,2.06,52.00,1748.00,362.00,1029.00,366.00,37.77,-122.18,5621.64,544462.55,723337.23,54538.52,22092.04
94700.00,2.47,52.00,2024.00,391.00,1030.00,350.00,37.76,-122.19,4206.81,544221.03,723064.45,53978.76,21266.94
85700.00,1.75,47.00,1116.00,259.00,826.00,279.00,37.76,-122.20,3672.65,544808.98,723637.29,54411.82,20390.39
89300.00,2.05,41.00,2036.00,510.00,1412.00,454.00,37.77,-122.19,5084.14,545048.67,723908.64,54952.97,21213.28
101400.00,2.72,45.00,1852.00,393.00,1132.00,349.00,37.77,-122.19,5084.14,545048.67,723908.64,54952.97,21213.28
72500.00,1.21,41.00,921.00,207.00,522.00,159.00,37.76,-122.19,4206.81,544221.03,723064.45,53978.76,21266.94
74100.00,1.93,45.00,995.00,238.00,630.00,237.00,37.76,-122.19,4206.81,544221.03,723064.45,53978.76,21266.94
70000.00,1.58,36.00,606.00,132.00,531.00,133.00,37.75,-122.20,2794.53,543983.32,722794.57,53450.95,20506.47
84600.00,1.41,37.00,2680.00,736.00,1925.00,667.00,37.76,-122.20,3672.65,544808.98,723637.29,54411.82,20390.39
81800.00,0.77,38.00,1493.00,370.00,1144.00,351.00,37.76,-122.19,4206.81,544221.03,723064.45,53978.76,21266.94
81400.00,1.32,19.00,2207.00,565.00,1481.00,520.00,37.75,-122.19,3466.82,543394.40,722220.98,53009.98,21378.38
81800.00,0.80,28.00,856.00,189.00,435.00,162.00,37.75,-122.19,3466.82,543394.40,722220.98,53009.98,21378.38
85800.00,1.95,26.00,1293.00,297.00,984.00,303.00,37.76,-122.19,4206.81,544221.03,723064.45,53978.76,21266.94
87100.00,1.18,36.00,847.00,212.00,567.00,159.00,37.74,-122.19,2968.73,542568.79,721378.24,52046.92,21546.70
83500.00,2.35,42.00,541.00,154.00,380.00,123.00,37.74,-122.18,3817.06,541979.75,720804.60,51608.96,22412.74
79700.00,2.15,44.00,1066.00,253.00,825.00,244.00,37.73,-122.19,2842.65,541744.20,720536.23,51089.90,21770.58
83400.00,2.51,43.00,707.00,147.00,417.00,155.00,37.74,-122.19,2968.73,542568.79,721378.24,52046.92,21546.70
84700.00,1.26,45.00,1528.00,291.00,801.00,287.00,37.73,-122.19,2842.65,541744.20,720536.23,51089.90,21770.58
80000.00,2.91,42.00,909.00,215.00,646.00,198.00,37.73,-122.18,3719.96,541154.18,719961.84,50643.60,22628.17
76400.00,2.52,43.00,1391.00,293.00,855.00,285.00,37.73,-122.18,3719.96,541154.18,719961.84,50643.60,22628.17
79700.00,2.11,44.00,548.00,119.00,435.00,136.00,37.73,-122.18,3719.96,541154.18,719961.84,50643.60,22628.17
82400.00,2.46,42.00,4074.00,874.00,2736.00,780.00,37.73,-122.18,3719.96,541154.18,719961.84,50643.60,22628.17
97700.00,2.40,41.00,1613.00,445.00,1481.00,414.00,37.74,-122.17,4676.88,541391.56,720231.64,51182.44,23279.76
97200.00,2.15,47.00,463.00,134.00,327.00,137.00,37.74,-122.17,4676.88,541391.56,720231.64,51182.44,23279.76
101600.00,2.48,43.00,818.00,193.00,494.00,179.00,37.74,-122.17,4676.88,541391.56,720231.64,51182.44,23279.76
86500.00,2.16,43.00,1473.00,371.00,1231.00,341.00,37.73,-122.17,4598.07,540565.02,719388.14,50208.83,23487.35
90500.00,1.84,35.00,504.00,126.00,323.00,109.00,37.74,-122.18,3817.06,541979.75,720804.60,51608.96,22412.74
107600.00,3.03,46.00,1026.00,226.00,749.00,225.00,37.74,-122.17,4676.88,541391.56,720231.64,51182.44,23279.76
84200.00,2.25,46.00,769.00,183.00,693.00,178.00,37.74,-122.17,4676.88,541391.56,720231.64,51182.44,23279.76
88900.00,2.25,46.00,2103.00,391.00,1339.00,354.00,37.74,-122.18,3817.06,541979.75,720804.60,51608.96,22412.74
80700.00,4.05,45.00,330.00,76.00,282.00,80.00,37.75,-122.18,4216.01,542806.33,721648.09,52580.10,22250.85
87100.00,1.33,46.00,941.00,218.00,621.00,195.00,37.75,-122.18,4216.01,542806.33,721648.09,52580.10,22250.85
85100.00,1.62,38.00,992.00,279.00,732.00,259.00,37.75,-122.17,5007.69,542219.12,721075.88,52161.58,23123.83
82000.00,2.17,45.00,990.00,261.00,901.00,260.00,37.75,-122.18,4216.01,542806.33,721648.09,52580.10,22250.85
82800.00,1.92,36.00,1126.00,263.00,482.00,150.00,37.75,-122.19,3466.82,543394.40,722220.98,53009.98,21378.38
84600.00,2.07,43.00,1036.00,233.00,652.00,213.00,37.75,-122.18,4216.01,542806.33,721648.09,52580.10,22250.85
82100.00,1.71,36.00,1047.00,214.00,651.00,166.00,37.75,-122.18,4216.01,542806.33,721648.09,52580.10,22250.85
89300.00,2.56,33.00,1280.00,307.00,999.00,286.00,37.76,-122.17,5545.59,543047.70,721920.83,53145.94,23020.61
98300.00,1.98,43.00,1587.00,320.00,907.00,306.00,37.75,-122.17,5007.69,542219.12,721075.88,52161.58,23123.83
92300.00,2.50,41.00,1257.00,271.00,828.00,230.00,37.75,-122.17,5007.69,542219.12,721075.88,52161.58,23123.83
88800.00,2.33,44.00,1218.00,248.00,763.00,254.00,37.75,-122.17,5007.69,542219.12,721075.88,52161.58,23123.83
90000.00,1.44,48.00,1751.00,390.00,935.00,349.00,37.75,-122.17,5007.69,542219.12,721075.88,52161.58,23123.83
95500.00,2.51,45.00,2299.00,514.00,1437.00,484.00,37.76,-122.16,6292.93,542462.31,721350.05,52746.71,23897.68
91700.00,1.56,38.00,2457.00,624.00,1516.00,482.00,37.75,-122.16,5824.57,541632.77,720504.35,51754.69,23997.24
100400.00,3.16,47.00,998.00,211.00,597.00,185.00,37.75,-122.17,5007.69,542219.12,721075.88,52161.58,23123.83
94800.00,1.84,40.00,1685.00,343.00,949.00,342.00,37.76,-122.17,5545.59,543047.70,721920.83,53145.94,23020.61
164300.00,4.67,46.00,1827.00,307.00,881.00,302.00,37.76,-122.16,6292.93,542462.31,721350.05,52746.71,23897.68
155500.00,2.46,36.00,2781.00,574.00,1438.00,519.00,37.76,-122.16,6292.93,542462.31,721350.05,52746.71,23897.68
196900.00,6.07,39.00,1823.00,286.00,763.00,270.00,37.76,-122.15,7070.69,541877.80,720779.96,52359.27,24774.89
279100.00,4.83,27.00,2229.00,365.00,1297.00,355.00,37.77,-122.14,8371.36,542126.64,721058.46,52995.06,25607.21
252800.00,5.57,34.00,1513.00,231.00,545.00,211.00,37.76,-122.14,7869.84,541294.14,720210.56,51983.90,25652.23
275400.00,5.37,26.00,3266.00,491.00,1222.00,533.00,37.76,-122.13,8684.49,540711.35,719641.85,51620.86,26529.67
250000.00,6.86,33.00,1809.00,261.00,808.00,219.00,37.75,-122.12,9207.82,539296.00,718225.16,50249.05,27494.51
329800.00,7.69,28.00,794.00,111.00,329.00,109.00,37.75,-122.12,9207.82,539296.00,718225.16,50249.05,27494.51
195500.00,4.03,36.00,690.00,105.00,299.00,109.00,37.75,-122.14,7500.80,540462.65,719363.37,50976.94,25745.23
255900.00,6.83,33.00,1334.00,200.00,579.00,202.00,37.75,-122.14,7500.80,540462.65,719363.37,50976.94,25745.23
311100.00,4.98,30.00,414.00,54.00,137.00,50.00,37.75,-122.13,8351.63,539878.89,718793.92,50606.63,26619.72
330000.00,5.36,36.00,768.00,93.00,229.00,93.00,37.75,-122.13,8351.63,539878.89,718793.92,50606.63,26619.72
248900.00,5.00,41.00,4400.00,666.00,1476.00,648.00,37.74,-122.13,8157.94,539047.43,717946.71,49596.58,26755.73
142900.00,2.93,46.00,954.00,161.00,429.00,154.00,37.75,-122.16,5824.57,541632.77,720504.35,51754.69,23997.24
126300.00,3.89,40.00,1445.00,256.00,849.00,255.00,37.75,-122.15,6657.37,541047.28,719933.52,51359.72,24871.06
135800.00,3.23,44.00,1938.00,399.00,946.00,331.00,37.75,-122.15,6657.37,541047.28,719933.52,51359.72,24871.06
130600.00,3.15,41.00,856.00,178.00,571.00,191.00,37.74,-122.15,6412.44,540217.77,719087.80,50364.88,25016.33
107900.00,2.54,24.00,1790.00,454.00,1137.00,386.00,37.75,-122.16,5824.57,541632.77,720504.35,51754.69,23997.24
111100.00,2.56,44.00,617.00,131.00,378.00,135.00,37.75,-122.16,5824.57,541632.77,720504.35,51754.69,23997.24
122000.00,3.51,43.00,1383.00,275.00,853.00,272.00,37.74,-122.15,6412.44,540217.77,719087.80,50364.88,25016.33
118000.00,3.31,49.00,1325.00,277.00,764.00,282.00,37.74,-122.15,6412.44,540217.77,719087.80,50364.88,25016.33
95200.00,1.82,40.00,1227.00,294.00,928.00,261.00,37.75,-122.16,5824.57,541632.77,720504.35,51754.69,23997.24
94300.00,3.80,35.00,667.00,140.00,406.00,133.00,37.75,-122.16,5824.57,541632.77,720504.35,51754.69,23997.24
92500.00,2.29,34.00,1223.00,281.00,824.00,280.00,37.74,-122.17,4676.88,541391.56,720231.64,51182.44,23279.76
91800.00,2.50,37.00,1379.00,287.00,835.00,259.00,37.75,-122.17,5007.69,542219.12,721075.88,52161.58,23123.83
109400.00,4.04,43.00,1534.00,300.00,826.00,295.00,37.74,-122.16,5542.83,540804.23,719659.38,50767.65,24147.65
129500.00,3.48,46.00,1029.00,181.00,567.00,211.00,37.74,-122.16,5542.83,540804.23,719659.38,50767.65,24147.65
143400.00,4.15,52.00,771.00,147.00,355.00,144.00,37.74,-122.16,5542.83,540804.23,719659.38,50767.65,24147.65
98200.00,2.63,47.00,824.00,223.00,533.00,166.00,37.74,-122.16,5542.83,540804.23,719659.38,50767.65,24147.65
103100.00,2.02,44.00,1097.00,239.00,609.00,215.00,37.74,-122.16,5542.83,540804.23,719659.38,50767.65,24147.65
276800.00,3.33,49.00,1283.00,238.00,576.00,236.00,37.90,-122.29,3830.77,561681.91,740603.87,71852.41,18717.61
270900.00,5.34,52.00,1604.00,263.00,594.00,286.00,37.90,-122.29,3830.77,561681.91,740603.87,71852.41,18717.61
246200.00,3.47,52.00,2248.00,422.00,870.00,377.00,37.89,-122.29,3881.68,560850.95,739757.79,70884.22,17900.88
224200.00,3.51,38.00,2263.00,522.00,1027.00,509.00,37.90,-122.30,2958.94,562264.93,741173.21,72285.09,18147.37
229100.00,3.14,52.00,1571.00,349.00,693.00,326.00,37.89,-122.29,3881.68,560850.95,739757.79,70884.22,17900.88
211600.00,2.80,46.00,1520.00,402.00,815.00,375.00,37.89,-122.30,3024.43,561434.91,740327.85,71322.84,17303.65
256100.00,4.58,15.00,5083.00,1212.00,2420.00,1146.00,37.90,-122.30,2958.94,562264.93,741173.21,72285.09,18147.37
206300.00,3.02,36.00,1077.00,293.00,518.00,276.00,37.89,-122.30,3024.43,561434.91,740327.85,71322.84,17303.65
221300.00,4.09,52.00,1248.00,283.00,620.00,275.00,37.89,-122.30,3024.43,561434.91,740327.85,71322.84,17303.65
207400.00,4.53,42.00,1342.00,291.00,551.00,266.00,37.89,-122.33,791.55,563191.76,742042.05,72686.86,15671.54
350000.00,1.74,37.00,3061.00,930.00,2556.00,924.00,37.88,-122.34,1931.30,562953.74,741773.02,72223.83,14258.18
218200.00,3.18,52.00,3171.00,698.00,1498.00,696.00,37.89,-122.29,3881.68,560850.95,739757.79,70884.22,17900.88
216700.00,3.87,50.00,1211.00,261.00,523.00,227.00,37.88,-122.29,4234.72,560020.96,738912.40,69920.31,17117.43
270600.00,5.17,52.00,979.00,175.00,374.00,153.00,37.89,-122.29,3881.68,560850.95,739757.79,70884.22,17900.88
261400.00,5.17,52.00,2269.00,380.00,1004.00,371.00,37.89,-122.29,3881.68,560850.95,739757.79,70884.22,17900.88
261300.00,4.26,52.00,1844.00,332.00,769.00,334.00,37.88,-122.28,5039.26,559436.89,738342.28,69483.95,17764.49
232200.00,5.06,52.00,2178.00,421.00,940.00,423.00,37.89,-122.29,3881.68,560850.95,739757.79,70884.22,17900.88
375400.00,5.62,42.00,1650.00,274.00,645.00,256.00,37.90,-122.27,5579.70,560518.38,739467.21,71011.92,19925.37
357300.00,7.89,52.00,1927.00,279.00,705.00,288.00,37.90,-122.26,6455.38,559937.88,738899.89,70604.40,20558.92
374400.00,7.96,52.00,2079.00,273.00,684.00,275.00,37.90,-122.27,5579.70,560518.38,739467.21,71011.92,19925.37
